# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 26 18:06:36 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and discoverymethod like '%Radial Velocity%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 147018 c,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,0,1008.00000000000,18.00000000000,-18.00000000000,0,1.9220000000,0.0390000000,-0.0390000000,0,12.70000000,,,0,1.13000000,,,0,2080.00000000,100.00000000,-100.00000000,0,6.56000000,0.32000000,-0.32000000,0,Msini,0.133000,0.011000,-0.011000,0,,,,,,,,,0,G9 V,5441.00,55.00,-55.00,0,0.937948,0.022735,-0.014395,0,0.927000,0.031000,-0.031000,0,0.1000,0.0500,-0.0500,0,[Fe/H],4.420000,0.040000,-0.040000,0,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.42560000,0.07160000,-0.07130000,8.3000000,0.0300000,-0.0300000,6.5710000,0.0210000,-0.0210000,8.1114500,0.0002370,-0.0002370
HD 14787 b,HD 14787,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,676.60000000000,8.10000000000,-8.10000000000,0,1.7000000000,0.1900000000,-0.1900000000,0,13.70000000,,,0,1.23000000,,,0,356.28743000,21.93027000,-21.93027000,0,1.12100000,0.06900000,-0.06900000,0,Msini,0.155000,0.073000,-0.073000,0,,,,,,,,,0,G5,4946.00,,,0,5.010000,,,0,1.430000,,,0,0.0000,0.1000,-0.1000,0,[M/H],3.230000,,,0,02h23m14.04s,35.8085099,+10d50m12.47s,10.8367972,119.13700000,0.75550000,-0.75550000,7.6300000,0.0300000,-0.0300000,5.3880000,0.0210000,-0.0210000,7.3783900,0.0003360,-0.0003360
HD 148156 b,HD 148156,1,1,Radial Velocity,2009,La Silla Observatory,0,1027.00000000000,28.00000000000,-28.00000000000,0,2.4500000000,0.0400000000,-0.0500000000,0,13.90000000,,,0,1.24000000,,,0,270.14400000,212.93700000,-15.89080000,0,0.85000000,0.67000000,-0.05000000,0,Msini,0.520000,0.040000,-0.090000,0,,,,,,,,,0,G0/2 V,6308.00,28.00,-28.00,0,1.210000,0.030000,-0.030000,0,1.220000,,,0,0.2900,0.0200,-0.0200,0,[Fe/H],4.560000,0.070000,-0.070000,0,16h28m17.35s,247.0723035,-46d19m03.03s,-46.3175085,57.12890000,0.14880000,-0.14810000,7.6900000,0.0300000,-0.0300000,6.3970000,0.0230000,-0.0230000,7.5550800,0.0001520,-0.0001520
HD 148164 b,HD 148164,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,328.55000000000,0.41000000000,-0.41000000000,0,0.9930000000,0.0660000000,-0.0660000000,0,13.70000000,,,0,1.22000000,,,0,390.93090000,79.45750000,-79.45750000,0,1.23000000,0.25000000,-0.25000000,0,Msini,0.587000,0.026000,-0.026000,0,,,,,,,,,0,F8,6032.00,,,0,1.340000,0.100000,-0.100000,0,1.210000,0.240000,-0.240000,0,0.2400,,,0,[Fe/H],4.158100,0.077188,-0.067282,0,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.19710000,0.30140000,-0.29920000,8.2300000,0.0300000,-0.0300000,6.9060000,0.0210000,-0.0210000,8.0907000,0.0003640,-0.0003640
HD 148164 c,HD 148164,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,5062.00000000000,114.00000000000,-114.00000000000,0,6.1500000000,0.5000000000,-0.5000000000,0,12.80000000,,,0,1.15000000,,,0,1640.00280000,260.62060000,-260.62060000,0,5.16000000,0.82000000,-0.82000000,0,Msini,0.125000,0.017000,-0.017000,0,,,,,,,,,0,F8,6032.00,,,0,1.340000,0.100000,-0.100000,0,1.210000,0.240000,-0.240000,0,0.2400,,,0,[Fe/H],4.158100,0.077188,-0.067282,0,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.19710000,0.30140000,-0.29920000,8.2300000,0.0300000,-0.0300000,6.9060000,0.0210000,-0.0210000,8.0907000,0.0003640,-0.0003640
HD 148427 b,HD 148427,1,1,Radial Velocity,2009,Lick Observatory,0,331.50000000000,3.00000000000,-3.00000000000,0,1.0400000000,0.0200000000,-0.0200000000,0,13.60000000,,,0,1.22000000,,,0,413.17900000,54.03110000,-54.03110000,0,1.30000000,0.17000000,-0.17000000,0,Msini,0.160000,0.080000,-0.080000,0,,,,,,,,,0,K0 III/IV,5025.00,4.00,-4.00,0,3.860000,0.120000,-0.120000,0,1.640000,0.270000,-0.270000,0,0.0800,,,0,[Fe/H],3.480000,0.060000,-0.060000,0,16h28m28.11s,247.1171311,-13d23m58.64s,-13.3996231,71.34990000,0.30705000,-0.30705000,6.9049800,0.0230000,-0.0230000,4.6820000,0.0210000,-0.0210000,6.6354200,0.0001270,-0.0001270
HD 149026 b,HD 149026,1,1,Radial Velocity,2005,Subaru Telescope,0,2.87589000000,0.00000200000,-0.00000200000,0,0.0436400000,0.0002200000,-0.0002200000,0,8.29466000,0.22418000,-0.22418000,0,0.74000000,0.02000000,-0.02000000,0,120.77540000,19.06980000,-19.06980000,0,0.38000000,0.06000000,-0.06000000,0,Mass,0.000000,,,0,1095.9100,,,0,1626.00,69.00,-37.00,0,0,G0,6179.00,15.00,-15.00,0,1.410000,0.030000,-0.030000,0,1.420000,0.330000,-0.330000,0,0.3200,,,0,[Fe/H],4.370000,0.040000,-0.040000,0,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.86430000,0.17400000,-0.17330000,8.1500000,0.0300000,-0.0300000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820
HD 149143 b,HD 149143,1,1,Radial Velocity,2005,Haute-Provence Observatory,0,4.07182000000,0.00001000000,-0.00001000000,0,0.0530000000,0.0029000000,-0.0029000000,0,13.60000000,,,0,1.22000000,,,0,422.71390000,47.67450000,-47.67450000,0,1.33000000,0.15000000,-0.15000000,0,Msini,0.016700,0.004000,-0.004000,0,,,,,,,,,0,G0,5856.00,,,0,1.440000,0.080000,-0.080000,0,1.200000,0.200000,-0.200000,0,0.2900,,,0,[Fe/H],4.250000,0.050000,-0.050000,0,16h32m51.04s,248.2126715,+02d05m04.04s,2.0844547,73.28010000,0.36230000,-0.35880000,7.8900000,0.0300000,-0.0300000,6.4340000,0.0260000,-0.0260000,7.7408100,0.0002900,-0.0002900
HD 149806 b,HD 149806,1,1,Radial Velocity,2022,Multiple Observatories,0,16521.52778000000,6426.22918000000,-3696.60573000000,0,12.4040000000,3.1030000000,-2.0560000000,0,12.30000000,,,0,1.10000000,,,0,4003.68444298,856.22972846,-884.19862827,0,12.59700000,2.69400000,-2.78200000,0,Mass,0.357000,0.162000,-0.236000,0,,,,,,,,,0,K0V,5352.05,142.65,-116.63,0,0.890000,0.030000,-0.030000,0,0.930000,0.119000,-0.119000,0,0.2206,0.0257,-0.0257,0,[M/H],4.510000,0.050000,-0.030000,0,16h37m08.52s,249.2855187,+00d15m16.85s,0.2546794,20.27270000,0.01790000,-0.01790000,7.0830800,0.0230000,-0.0230000,5.1830000,0.0240000,-0.0240000,6.8680700,0.0001680,-0.0001680
HD 150010 b,HD 150010,1,1,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory,0,562.00000000000,8.00000000000,-8.00000000000,0,1.4000000000,0.1000000000,-0.1000000000,0,13.30000000,,,0,1.18000000,,,0,762.78817680,127.13136280,-127.13136280,0,2.40000000,0.40000000,-0.40000000,0,Msini,0.200000,0.100000,-0.100000,0,,,,,,,,,0,K2 III,4153.00,83.00,-83.00,0,16.200000,0.400000,-0.400000,0,1.300000,0.100000,-0.100000,0,-0.2500,0.2200,-0.2200,0,[Fe/H],2.100000,0.100000,-0.100000,0,16h31m28.10s,247.8670682,+72d36m45.29s,72.6125804,144.49000000,0.67300000,-0.67300000,6.2893000,0.0230000,-0.0230000,3.1770000,0.3840000,-0.3840000,5.8664200,0.0010594,-0.0010594
HD 1502 b,HD 1502,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,428.50000000000,1.20000000000,-1.20000000000,0,1.2620000000,0.0920000000,-0.0920000000,0,13.20000000,,,0,1.18000000,,,0,874.03250000,50.85280000,-50.85280000,0,2.75000000,0.16000000,-0.16000000,0,Msini,0.031000,0.022000,-0.022000,0,,,,,,,,,0,K0,4947.00,,,0,4.670000,,,0,1.460000,,,0,0.0900,0.0300,-0.0300,0,[Fe/H],3.180000,,,0,00h19m17.15s,4.8214389,+14d03m16.86s,14.0546830,190.95300000,2.76750000,-2.76750000,8.3600000,0.0300000,-0.0300000,6.1200000,0.0260000,-0.0260000,8.1041700,0.0003610,-0.0003610
HD 150706 b,HD 150706,1,1,Radial Velocity,2012,Haute-Provence Observatory,0,5894.00000000000,5584.00000000000,-1498.00000000000,0,6.7000000000,4.0000000000,-1.4000000000,0,13.30000000,,,0,1.18000000,,,0,772.32302901,152.55763536,-120.77479466,0,2.43000000,0.48000000,-0.38000000,0,Mass,0.380000,0.280000,-0.320000,0,,,,,,,,,0,G0 V,5961.00,27.00,-27.00,0,0.960000,0.020000,-0.020000,0,1.170000,0.120000,-0.120000,0,-0.0100,0.0400,-0.0400,0,[Fe/H],4.500000,0.100000,-0.100000,0,16h31m18.14s,247.8255687,+79d47m21.85s,79.7894032,28.26970000,0.02290000,-0.02280000,7.0300000,0.0200000,-0.0200000,5.5650000,0.0160000,-0.0160000,6.8503800,0.0004520,-0.0004520
HD 151450 b,HD 151450,1,2,Radial Velocity,2022,Multiple Observatories,0,21.89288000000,0.00846000000,-0.00539000000,0,0.1600000000,0.0070000000,-0.0080000000,0,6.94000000,,,0,0.61900000,,,0,38.45723725,6.03873973,-7.94571018,0,0.12100000,0.01900000,-0.02500000,0,Msini,0.496000,0.117000,-0.104000,0,,,,,,,,,0,,6091.98,129.58,-85.79,0,1.171840,0.053777,-0.041575,0,1.140000,0.160000,-0.160000,0,,,,,,4.357240,0.074753,-0.081179,0,16h48m01.92s,252.0080127,-15d57m51.64s,-15.9643450,43.60020000,0.13020000,-0.12950000,7.4300000,0.0300000,-0.0300000,6.0990000,0.0240000,-0.0240000,7.2827800,0.0002140,-0.0002140
HD 151450 c,HD 151450,1,2,Radial Velocity,2022,Multiple Observatories,0,18144.76236000000,5356.32955000000,-4350.39093000000,0,14.1310000000,2.7420000000,-2.5200000000,0,12.80000000,,,0,1.15000000,,,0,1636.18063924,375.03752026,-336.26245461,0,5.14800000,1.18000000,-1.05800000,0,Mass,0.138000,0.108000,-0.080000,0,,,,,,,,,0,,6091.98,129.58,-85.79,0,1.171840,0.053777,-0.041575,0,1.140000,0.160000,-0.160000,0,,,,,,4.357240,0.074753,-0.081179,0,16h48m01.92s,252.0080127,-15d57m51.64s,-15.9643450,43.60020000,0.13020000,-0.12950000,7.4300000,0.0300000,-0.0300000,6.0990000,0.0240000,-0.0240000,7.2827800,0.0002140,-0.0002140
HD 152079 b,HD 152079,1,1,Radial Velocity,2009,Las Campanas Observatory,0,2918.92000000000,37.87000000000,-39.28000000000,0,4.1870000000,0.0510000000,-0.0530000000,0,13.20000000,,,0,1.18000000,,,0,845.74563000,14.62018000,-14.62018000,0,2.66100000,0.04600000,-0.04600000,0,Msini,0.532000,0.015000,-0.016000,0,,,,,,,,,0,G6 V,5907.00,52.00,-52.00,0,1.128000,0.074000,-0.074000,0,1.147000,0.030000,-0.030000,0,0.2900,0.0700,-0.0700,0,[Fe/H],4.365000,0.054000,-0.054000,0,16h53m29.58s,253.3732313,-46d20m00.09s,-46.3333582,87.88880000,0.35830000,-0.35540000,9.1800000,0.0300000,-0.0300000,7.6340000,0.0210000,-0.0210000,9.0105100,0.0003110,-0.0003110
HD 152581 b,HD 152581,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,686.50000000000,4.80000000000,-4.80000000000,0,1.6600000000,0.3000000000,-0.3000000000,0,13.40000000,,,0,1.20000000,,,0,594.02427000,22.56593000,-22.56593000,0,1.86900000,0.07100000,-0.07100000,0,Msini,0.040000,0.031000,-0.031000,0,,,,,,,,,0,K0,5027.00,,,0,5.140000,,,0,1.300000,,,0,-0.4600,0.0300,-0.0300,0,[Fe/H],3.290000,,,0,16h53m43.59s,253.4316451,+11d58m25.26s,11.9736828,165.76000000,1.17150000,-1.17150000,8.3800000,0.0300000,-0.0300000,6.1730000,0.0150000,-0.0150000,8.1274600,0.0003300,-0.0003300
HD 153557 b,HD 153557,1,3,Radial Velocity,2022,Multiple Observatories,0,7.29903000000,0.00033000000,-0.00031000000,0,0.0680000000,0.0030000000,-0.0030000000,0,4.77000000,,,0,0.42500000,,,0,20.34101805,1.90697044,-2.22479885,0,0.06400000,0.00600000,-0.00700000,0,Msini,0.065000,0.053000,-0.037000,0,,,,,,,,,0,K0,4837.00,96.07,-159.51,0,0.745171,0.063359,-0.039756,0,0.790000,0.091000,-0.091000,0,,,,,,4.591180,0.092161,-0.095074,0,16h57m52.96s,254.4706516,+47d22m04.28s,47.3678558,17.94120000,0.00840000,-0.00840000,7.8300000,0.0010000,-0.0010000,5.4580000,0.0170000,-0.0170000,7.5054800,0.0003470,-0.0003470
HD 153557 c,HD 153557,1,3,Radial Velocity,2022,Multiple Observatories,0,15.27018000000,0.00140000000,-0.00117000000,0,0.1110000000,0.0040000000,-0.0040000000,0,4.36000000,,,0,0.38900000,,,0,17.48056238,1.58914204,-1.90697044,0,0.05500000,0.00500000,-0.00600000,0,Msini,0.511000,0.037000,-0.029000,0,,,,,,,,,0,K0,4837.00,96.07,-159.51,0,0.745171,0.063359,-0.039756,0,0.790000,0.091000,-0.091000,0,,,,,,4.591180,0.092161,-0.095074,0,16h57m52.96s,254.4706516,+47d22m04.28s,47.3678558,17.94120000,0.00840000,-0.00840000,7.8300000,0.0010000,-0.0010000,5.4580000,0.0170000,-0.0170000,7.5054800,0.0003470,-0.0003470
HD 153557 d,HD 153557,1,3,Radial Velocity,2022,Multiple Observatories,0,40654.64809000000,3874.17546000000,-4234.02733000000,0,21.4490000000,1.4870000000,-1.7460000000,0,11.90000000,,,0,1.06000000,,,0,8725.66108578,1130.19781529,-1111.12811087,0,27.45400000,3.55600000,-3.49600000,0,Mass,0.152000,0.060000,-0.047000,0,,,,,,,,,0,K0,4837.00,96.07,-159.51,0,0.745171,0.063359,-0.039756,0,0.790000,0.091000,-0.091000,0,,,,,,4.591180,0.092161,-0.095074,0,16h57m52.96s,254.4706516,+47d22m04.28s,47.3678558,17.94120000,0.00840000,-0.00840000,7.8300000,0.0010000,-0.0010000,5.4580000,0.0170000,-0.0170000,7.5054800,0.0003470,-0.0003470
HD 153950 b,HD 153950,1,1,Radial Velocity,2008,La Silla Observatory,0,499.39999000000,3.60000000000,-3.60000000000,0,1.2800000000,0.0200000000,-0.0200000000,0,13.20000000,,,0,1.17000000,,,0,937.59850000,92.17070000,-92.17070000,0,2.95000000,0.29000000,-0.29000000,0,Msini,0.340000,0.020000,-0.020000,0,,,,,,,,,0,F8 V,6124.00,81.00,-81.00,0,1.280000,0.040000,-0.040000,0,1.250000,0.180000,-0.180000,0,-0.0100,,,0,[Fe/H],4.320000,0.060000,-0.060000,0,17h04m31.03s,256.1292826,-43d18m37.35s,-43.3103753,48.45490000,0.11680000,-0.11630000,7.3900000,0.0300000,-0.0300000,6.0060000,0.0170000,-0.0170000,7.2381300,0.0002010,-0.0002010
HD 154088 b,HD 154088,1,1,Radial Velocity,2021,La Silla Observatory,0,18.56000000000,0.01000000000,-0.01000000000,0,0.1340000000,0.0020000000,-0.0020000000,0,2.46000000,,,0,0.21900000,,,0,6.60000000,0.80000000,-0.80000000,0,0.02076592,0.00251708,-0.00251708,0,Msini,0.344000,,,1,,,,,,,,,0,K0 IV-V,5374.00,43.00,-43.00,0,0.950000,0.030000,-0.030000,0,0.910000,0.020000,-0.020000,0,0.2800,0.0300,-0.0300,0,[Fe/H],4.370000,0.070000,-0.070000,0,17h04m27.94s,256.1164214,-28d35m01.80s,-28.5838342,18.26920000,0.01580000,-0.01570000,6.5900000,0.0300000,-0.0300000,4.7580000,0.0210000,-0.0210000,6.3669300,0.0003356,-0.0003356
HD 154345 b,HD 154345,1,1,Radial Velocity,2006,W. M. Keck Observatory,0,3341.55884000000,93.00000000000,-93.00000000000,0,4.2100000000,0.1000000000,-0.1000000000,0,13.70000000,,,0,1.22000000,,,0,378.21580433,44.49597698,-34.96112477,0,1.19000000,0.14000000,-0.11000000,0,Mass,0.040000,0.050000,-0.050000,0,,,,,,,,,0,G9,5468.00,14.00,-14.00,0,0.850000,0.010000,-0.010000,0,0.710000,0.070000,-0.070000,0,-0.1100,,,0,[Fe/H],4.430000,0.040000,-0.040000,0,17h02m36.59s,255.6524619,+47d05m08.00s,47.0855544,18.28400000,0.00720000,-0.00710000,6.7600000,0.0120000,-0.0120000,5.0030000,0.0170000,-0.0170000,6.5677100,0.0002250,-0.0002250
HD 154391 b,HD 154391,1,1,Radial Velocity,2023,Multiple Observatories,0,5163.00000000000,60.00000000000,-57.00000000000,0,7.4600000000,0.0700000000,-0.0700000000,0,12.50000000,,,0,1.12000000,,,0,2892.23850370,889.91953960,-603.87397330,0,9.10000000,2.80000000,-1.90000000,0,Mass,0.200000,0.040000,-0.040000,0,,,,,,,,,0,K1 III,4909.00,32.00,-32.00,0,8.560000,0.050000,-0.050000,0,2.070000,0.030000,-0.030000,0,0.1000,0.0500,-0.0500,0,[Fe/H],2.890000,0.010000,-0.010000,0,17h01m16.83s,255.3201345,+60d38m56.12s,60.6489226,100.94700000,0.24800000,-0.24800000,6.1552000,0.0230000,-0.0230000,3.8960000,0.0160000,-0.0160000,5.8992100,0.0009369,-0.0009369
HD 154672 b,HD 154672,1,1,Radial Velocity,2008,Las Campanas Observatory,0,163.94000000000,0.01000000000,-0.01000000000,0,0.6000000000,0.0200000000,-0.0200000000,0,12.80000000,,,0,1.14000000,,,0,1706.74710000,123.95370000,-123.95370000,0,5.37000000,0.39000000,-0.39000000,0,Msini,0.610000,0.030000,-0.030000,0,,,,,,,,,0,G3 IV,5743.00,23.00,-23.00,0,1.320000,0.020000,-0.020000,0,1.180000,0.120000,-0.120000,0,0.2500,,,0,[Fe/H],4.270000,0.040000,-0.040000,0,17h10m04.97s,257.5206970,-56d26m59.29s,-56.4498041,63.04840000,0.19470000,-0.19360000,8.2100000,0.0300000,-0.0300000,6.6120000,0.0230000,-0.0230000,8.0373200,0.0002470,-0.0002470
HD 154857 b,HD 154857,1,2,Radial Velocity,2004,Anglo-Australian Telescope,0,408.60001000000,0.50000000000,-0.50000000000,0,1.2900000000,0.0200000000,-0.0200000000,0,13.30000000,,,0,1.18000000,,,0,778.68350000,34.96130000,-34.96130000,0,2.45000000,0.11000000,-0.11000000,0,Msini,0.460000,0.020000,-0.020000,0,,,,,,,,,0,G5 V,5589.00,18.00,-18.00,0,2.300000,0.060000,-0.060000,0,1.960000,0.120000,-0.120000,0,-0.2200,,,0,[Fe/H],4.010000,0.010000,-0.010000,0,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.44820000,0.15650000,-0.15580000,7.2400000,0.0300000,-0.0300000,5.5090000,0.0180000,-0.0180000,7.0483700,0.0002180,-0.0002180
HD 154857 c,HD 154857,1,2,Radial Velocity,2014,Anglo-Australian Telescope,0,3452.00000000000,105.00000000000,-105.00000000000,0,5.3600000000,0.0900000000,-0.0900000000,0,13.20000000,,,0,1.18000000,,,0,819.97000000,50.85000000,-50.85000000,0,2.58000000,0.16000000,-0.16000000,0,Msini,0.060000,0.050000,-0.050000,0,,,,,,,,,0,G5 V,5605.00,,,0,1.760000,0.057000,-0.057000,0,1.718000,0.030000,-0.022000,0,-0.2000,,,0,[Fe/H],3.820000,,,0,17h11m15.89s,257.8161940,-56d40m51.74s,-56.6810380,63.44820000,0.15650000,-0.15580000,7.2400000,0.0300000,-0.0300000,5.5090000,0.0180000,-0.0180000,7.0483700,0.0002180,-0.0002180
HD 155193 b,HD 155193,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,352.65000000000,2.58000000000,-2.58000000000,0,1.0400000000,0.0400000000,-0.0400000000,0,14.00000000,,,0,1.25000000,,,0,238.37130525,19.06970442,-19.06970442,0,0.75000000,0.06000000,-0.06000000,0,Msini,0.210000,0.080000,-0.080000,0,,,,,,,,,0,F8 IV,6239.00,20.00,-20.00,0,1.764390,0.074213,-0.088481,0,1.221000,0.083000,-0.083000,0,0.0500,0.0100,-0.0100,0,[Fe/H],4.260000,0.040000,-0.040000,0,17h09m41.01s,257.4208876,+10d02m17.16s,10.0381003,57.79950000,0.12240000,-0.12190000,7.0092000,0.0230000,-0.0230000,5.7150000,0.0240000,-0.0240000,6.8668600,0.0001950,-0.0001950
